UNIQUEID,ID,SalesSqMTotal,SalesSqMOrganic,TotalSales,Name,Location,Address,Zip,Type,TypeAg,Size,Warehouse,Chain,Neighborhood,District,AreaSqM,USERID,Income,NEARDIST
511067,L11067,3925,166,13737500,Kaufland,99,Bergedorfer Strasse 106,21029,Large_Full_Service,Conventional,3500,Kaufland,Other,Bergedorf,Bergedorf,10267720,10,30769,585.1
511068,L11068,3925,166,18447500,Kaufland,528,Krohnstieg 4,22415,Large_Full_Service,Conventional,4700,Kaufland,Other,Langenhorn,Hamburg-Nord,13367161,52,29363,2093.6
511069,L11069,3925,166,10597500,Kaufland,405,Helbingtwiete 7-9,22047,Large_Full_Service,Conventional,2700,Kaufland,Other,Wandsbek,Wandsbek,5943628,99,29247,2773.9
511071,L11071,3925,166,3925000,Karstadt Lebensmittel,513,Kleiner Schippsee 15,21073,Large_Full_Service,Conventional,1000,Rewe Nord,Other,Harburg,Harburg,3599112,38,24311,489.2
511073,L11073,3925,166,16877500,Marktkauf,969,Wilhelm-Strauss-Weg 4,21109,Large_Full_Service,Conventional,4300,Edeka Nord,Other,Wilhelmsburg,Hamburg-Mitte,30736334,101,20695,4452.4
511074,L11074,3925,166,3524650,Perfetto,688,OsterStrasse 119,20259,Large_Full_Service,Conventional,898,Karstadt Feinkost,Other,Eimsbuettel,Eimsbuettel,3203037,24,35507,6.5
511075,L11075,3925,166,7457500,Perfetto,621,MoenckebergStrasse 16,20095,Large_Full_Service,Conventional,1900,Karstadt Feinkost,Other,Hamburg-Altstadt,Hamburg-Mitte,1222748,35,41653,1022.3
511076,L11076,3925,166,7065000,Perfetto,802,Schlossmuehlendamm 2,21073,Large_Full_Service,Conventional,1800,Karstadt Feinkost,Other,Hohenfelde,Hamburg-Nord,1034574,44,34239,1097.7
511077,L11077,3925,166,9223750,Perfetto,939,Wandsbeker MarktStrasse 63-65,22041,Large_Full_Service,Conventional,2350,Karstadt Feinkost,Other,Wandsbek,Wandsbek,5943628,99,37182,93.8
511078,L11078,3739,158,3346405,Rewe,712,Pezolddamm 161,22175,Large_Full_Service,Conventional,895,Rewe Nord,Rewe,Bramfeld,Wandsbek,10065838,17,29836,3930.6
511079,L11079,3739,158,3103370,Rewe,840,Steendiek 16,21129,Large_Full_Service,Conventional,830,Rewe Nord,Rewe,Finkenwerder und Waltershof,Hamburg-Mitte,17704908,28,30441,115.0
511080,L11080,3739,158,3458575,Rewe,779,Rugenbarg 7,22549,Large_Full_Service,Conventional,925,Rewe Nord,Rewe,Osdorf,Altona,7250916,72,42956,1795.1
511081,L11081,3739,158,3552050,Rewe,430,Hoheluftchaussee 23-25,20253,Large_Full_Service,Conventional,950,Rewe Nord,Rewe,Hoheluft-West,Eimsbuettel,719573,43,55018,80.0
511082,L11082,3739,158,3739000,Rewe,662,Nordschleswiger Strasse 48,22049,Large_Full_Service,Conventional,1000,Rewe Nord,Rewe,Dulsberg,Hamburg-Nord,1218421,20,24646,1461.2
511083,L11083,3739,158,4150290,Rewe,160,Brauerknechtgraben 47,20459,Large_Full_Service,Conventional,1110,Rewe Nord,Rewe,Neustadt,Hamburg-Mitte,1952159,66,43046,1441.9
511084,L11084,3739,158,4456888,Rewe,254,FabriciusStrasse 1-5,22177,Large_Full_Service,Conventional,1192,Rewe Nord,Rewe,Bramfeld,Wandsbek,10065838,17,27963,1025.2
511085,L11085,3739,158,4860700,Rewe,411,Hermann-Balk-Strasse 117,22147,Large_Full_Service,Conventional,1300,Rewe Nord,Rewe,Rahlstedt,Wandsbek,26565949,76,31078,3013.3
511086,L11086,3739,158,4064293,Rewe,123,Binnenfeldredder 32a,21031,Large_Full_Service,Conventional,1087,Rewe Nord,Rewe,Lohbruegge,Bergedorf,13044963,54,28027,1945.5
511087,L11087,3739,158,4105422,Rewe,499,Kieler Strasse 415,22525,Large_Full_Service,Conventional,1098,Rewe Nord,Rewe,Stellingen,Eimsbuettel,6084188,90,30943,1875.3
511088,L11088,3739,158,4112900,Rewe,475,JarreStrasse 44,22303,Large_Full_Service,Conventional,1100,Rewe Nord,Rewe,Winterhude,Hamburg-Nord,7127776,103,46292,593.4
511089,L11089,3739,158,4299850,Rewe,507,Kirchenhang 4-8,21073,Large_Full_Service,Conventional,1150,Rewe Nord,Rewe,Eissendorf,Harburg,8339152,25,26707,68.0
511090,L11090,3739,158,4367152,Rewe,202,DrosselStrasse 1,22305,Large_Full_Service,Conventional,1168,Rewe Nord,Rewe,Barmbek-Nord,Hamburg-Nord,3780652,8,25523,613.3
511091,L11091,3739,158,4404542,Rewe,660,Nordalbingerweg 23-31,22455,Large_Full_Service,Conventional,1178,Rewe Nord,Rewe,Niendorf,Eimsbuettel,12417855,68,39548,1986.5
511092,L11092,3739,158,4584014,Rewe,894,Tibarg 32,22459,Large_Full_Service,Conventional,1226,Rewe Nord,Rewe,Niendorf,Eimsbuettel,12417855,68,38262,244.7
511093,L11093,3739,158,4860700,Rewe,76,Ballindamm 40,20095,Large_Full_Service,Conventional,1300,Rewe Nord,Rewe,Hamburg-Altstadt,Hamburg-Mitte,1222748,35,30200,1128.5
511094,L11094,3739,158,5126169,Rewe,37,Am Beckerkamp 31,21031,Large_Full_Service,Conventional,1371,Rewe Nord,Rewe,Lohbruegge,Bergedorf,13044963,54,30769,1288.6
511095,L11095,3739,158,6834892,Rewe,368,Hamburger Strasse 19-47,22083,Large_Full_Service,Conventional,1828,Rewe Nord,Rewe,Uhlenhorst,Hamburg-Nord,1655700,95,39700,1475.7
511096,L11096,3739,158,4202636,Rewe,324,GrelckStrasse 34,22529,Large_Full_Service,Conventional,1124,Rewe Nord,Rewe,Lokstedt,Eimsbuettel,4896094,55,39193,2243.7
511097,L11097,3739,158,4486800,Rewe,765,Rodigallee 315,22043,Large_Full_Service,Conventional,1200,Rewe Nord,Rewe,Jenfeld,Wandsbek,4991226,48,22447,4736.0
511098,L11098,3739,158,3619352,Rewe,950,Wedeler LandStrasse 16-18,22559,Large_Full_Service,Conventional,968,Rewe Nord,Rewe,Rissen,Altona,14866496,78,63196,2321.4
511099,L11099,3739,158,4576536,Rewe,806,Schoeneberger Strasse 31-35,22045,Large_Full_Service,Conventional,1224,Rewe Nord,Rewe,Jenfeld,Wandsbek,4991226,48,28563,5226.7
511100,L11100,3739,158,4673750,Rewe,494,Kieler Strasse 101,22769,Large_Full_Service,Conventional,1250,Rewe Nord,Rewe,Eimsbuettel,Eimsbuettel,3203037,24,31529,457.0
511101,L11101,3739,158,4942958,Rewe,807,Schreyerring 26,22309,Large_Full_Service,Conventional,1322,Rewe Nord,Rewe,Steilshoop,Wandsbek,2498357,88,25712,2308.1
511102,L11102,3739,158,4860700,Rewe,298,Fuhlsbuettler Strasse 387,22307,Large_Full_Service,Conventional,1300,Rewe Nord,Rewe,Barmbek-Nord,Hamburg-Nord,3780652,8,33708,1138.3
511103,L11103,3739,158,5234600,Rewe,502,Kieler Strasse 573b,22525,Large_Full_Service,Conventional,1400,Rewe Nord,Rewe,Stellingen,Eimsbuettel,6084188,90,29957,3118.6
511104,L11104,3739,158,5982400,Rewe,922,Von-Sauer-Strasse 11-13,22761,Large_Full_Service,Conventional,1600,Rewe Nord,Rewe,Bahrenfeld,Altona,10541166,7,31952,650.8
511105,L11105,3739,158,5458940,Rewe,738,Rahlstedter BahnhofStrasse 23-25,22143,Large_Full_Service,Conventional,1460,Rewe Nord,Rewe,Rahlstedt,Wandsbek,26565949,76,31937,4867.7
511106,L11106,3739,158,5982400,Rewe,139,Borsteler Chaussee 17-23,22453,Large_Full_Service,Conventional,1600,Rewe Nord,Rewe,Grob Borstel,Hamburg-Nord,3985745,31,50825,1841.5
511107,L11107,3739,158,7403220,Rewe,84,BarnerStrasse 44-46,22765,Large_Full_Service,Conventional,1980,Rewe Nord,Rewe,Ottensen,Altona,2551538,74,32724,69.9
511108,L11108,3739,158,4135334,Rewe,357,Haldesdorfer Strasse 106,22179,Large_Full_Service,Conventional,1106,Rewe Nord,Rewe,Bramfeld,Wandsbek,10065838,17,28436,2519.0
511109,L11109,3739,158,5982400,Rewe,145,Bramfelder Chaussee 234,22177,Large_Full_Service,Conventional,1600,Rewe Nord,Rewe,Bramfeld,Wandsbek,10065838,17,25712,3080.6
511110,L11110,3739,158,7601387,Rewe,759,RennbahnStrasse 34a,22111,Large_Full_Service,Conventional,2033,Rewe Nord,Rewe,Horn,Hamburg-Mitte,5851881,45,20590,2111.5
511111,L11111,3739,158,5982400,Rewe,80,Bargteheider Strasse 83-87,22143,Large_Full_Service,Conventional,1600,Rewe Nord,Rewe,Rahlstedt,Wandsbek,26565949,76,31937,5061.6
511112,L11112,3739,158,5028955,Rewe,315,Glissmannweg 2,22457,Large_Full_Service,Conventional,1345,Rewe Nord,Rewe,Schnelsen,Eimsblttel,8950744,83,36104,1880.6
511113,L11113,3739,158,6158133,Rewe,839,Stapelfelder Strasse 86-104,22143,Large_Full_Service,Conventional,1647,Rewe Nord,Rewe,Rahlstedt,Wandsbek,26565949,76,31937,5037.2
511114,L11114,3739,158,4684967,Rewe,193,Dehnhaide 57,22081,Large_Full_Service,Conventional,1253,Rewe Nord,Rewe,Barmbek-Sued,Hamburg-Nord,3046061,9,28260,1431.9
511115,L11115,3739,158,5705714,Rewe,13,Alsterdorfer Strasse 255,22297,Large_Full_Service,Conventional,1526,Rewe Nord,Rewe,Alsterdorf,Hamburg-Nord,2900351,2,50810,1831.6
511116,L11116,3739,158,5421550,Rewe,296,Fuhlsbuettler Strasse 334,22307,Large_Full_Service,Conventional,1450,Rewe Nord,Rewe,Barmbek-Nord,Hamburg-Nord,3780652,8,32755,1013.5
511117,L11117,3739,158,5896403,Rewe,575,Luebecker Strasse 107,22087,Large_Full_Service,Conventional,1577,Rewe Nord,Rewe,Hohenfelde,Hamburg-Nord,1034574,44,35020,1471.4
511118,L11118,3739,158,6730200,Rewe,531,Kroonhorst 1-3,22549,Large_Full_Service,Conventional,1800,Rewe Nord,Rewe,Osdorf,Altona,7250916,72,34252,2424.2
511119,L11119,3739,158,5421550,Rewe,378,Hannoversche Strasse 86,21079,Large_Full_Service,Conventional,1450,Rewe Nord,Rewe,Harburg,Harburg,3599112,38,25230,828.5
511120,L11120,3739,158,5234600,Rewe,751,Rehrstieg 16-30,21147,Large_Full_Service,Conventional,1400,Rewe Nord,Rewe,Neugraben-Fischbek,Harburg,22523326,64,29466,1434.1
511121,L11121,3739,158,7096622,Rewe,390,Heegbarg 31,22391,Large_Full_Service,Conventional,1898,Rewe Nord,Rewe,Poppenbuettel,Wandsbek,8105178,75,53568,3301.4
511122,L11122,3739,158,4486800,Rewe,973,Winsener Strasse 36,21077,Large_Full_Service,Conventional,1200,Rewe Nord,Rewe,Wilstorf,Harburg,3422804,102,22126,1416.9
511123,L11123,3739,158,6730200,Rewe,879,Suelldorfer Kirchenweg 2b,22587,Large_Full_Service,Conventional,1800,Rewe Nord,Rewe,Blankenese,Altona,5733578,15,71828,586.2
511124,L11124,3739,158,7478000,Rewe,896,Tibarg 41-43,22459,Large_Full_Service,Conventional,2000,Rewe Nord,Rewe,Niendorf,Eimsbuettel,12417855,68,39548,80.0
511125,L11125,3739,158,8924993,Rewe,382,Hardauring 34,21147,Large_Full_Service,Conventional,2387,Rewe Nord,Rewe,Hausbruch,Harburg,9834942,40,29466,2177.4
511126,L11126,3739,158,8401533,Rewe,227,ElbgauStrasse 1,22523,Large_Full_Service,Conventional,2247,Rewe Nord,Rewe,Eidelstedt,Eimsbuettel,8722266,22,28971,3425.0
511127,L11127,3739,158,8786650,Rewe,723,Poppenbuetteler Chaussee 43-45,22397,Large_Full_Service,Conventional,2350,Rewe Nord,Rewe,Duvenstedt,Wandsbek,6782086,21,62769,4612.4
511128,L11128,3739,158,13086500,Rewe Center,679,Osdorfer LandStrasse 131,22609,Large_Full_Service,Conventional,3500,Rewe Nord,Rewe,Osdorf,Altona,7250916,72,52591,2843.5
511129,L11129,3739,158,3589440,Rewe City,34,Altonaer Strasse 67,20357,Large_Full_Service,Conventional,960,Rewe Nord,Rewe,Eimsbuettel,Eimsbuettel,3203037,24,36859,82.4
511130,L11130,3739,158,3249191,Rewe City,59,August-Krogmann-Strasse 15,22159,Large_Full_Service,Conventional,869,Rewe Nord,Rewe,Farmsen-Berne,Wandsbek,8226357,27,31078,5108.9
511131,L11131,3739,158,5608500,Rewe City,643,Neuer Steinweg 18,20459,Large_Full_Service,Conventional,1500,Rewe Nord,Rewe,Neustadt,Hamburg-Mitte,1952159,66,28934,987.9
511132,L11132,3925,166,3885750,Sky,962,Wellingsbuetteler Markt 1,22391,Large_Full_Service,Conventional,990,Coop,Other,Wellingsbuettel,Wandsbek,4086550,100,66640,4410.6
511133,L11133,3925,166,3175325,Sky,976,Winterhuder Weg 62,22085,Large_Full_Service,Conventional,809,Coop,Other,Barmbek-Sued,Hamburg-Nord,3046061,9,44529,1128.9
511134,L11134,3925,166,4290025,Sky,106,Berliner Platz 1,22045,Large_Full_Service,Conventional,1093,Coop,Other,Jenfeld,Wandsbek,4991226,48,28563,5336.7
511135,L11135,3925,166,4396000,Sky,449,Holsteinischer Kamp 53,22081,Large_Full_Service,Conventional,1120,Coop,Other,Barmbek-Sued,Hamburg-Nord,3046061,9,39700,1539.2
511136,L11136,3925,166,5757975,Sky,908,TroplowitzStrasse 8,22529,Large_Full_Service,Conventional,1467,Coop,Other,Lokstedt,Eimsbuettel,4896094,55,47016,875.9
511137,L11137,3925,166,4867000,Sky,82,Barmbeker Strasse 17-19,22303,Large_Full_Service,Conventional,1240,Coop,Other,Winterhude,Hamburg-Nord,7127776,103,46292,195.7
511138,L11138,3925,166,5126050,Sky,317,GordonStrasse 2,21079,Large_Full_Service,Conventional,1306,Coop,Other,Langenbek,Harburg,793484,51,34908,3007.7
511139,L11139,3925,166,4093775,Sky,217,EiffeStrasse 638,20537,Large_Full_Service,Conventional,1043,Coop,Other,Hamm,Hamburg-Mitte,3659862,36,22402,1068.1
511140,L11140,3925,166,18290500,Toom,574,Lorenzenweg 3,22111,Large_Full_Service,Conventional,4660,Toom,Other,Billstedt,Hamburg-Mitte,16923802,13,23294,3914.7
411004,M11004,4112,174,2878400,E-aktiv Markt Anders,325,Grindelallee 126,20146,Medium_Full_Service,Conventional,700,Edeka Nord,Edeka,Rotherbaum,Eimsbuettel,2163991,81,50407,336.2
411005,M11005,4112,174,2672800,E-aktiv Markt Corleis,380,Hans-Dewitz-Ring 2a,21075,Medium_Full_Service,Conventional,650,Edeka Nord,Edeka,Heimfeld,Harburg,12278635,41,30184,1065.2
411006,M11006,4112,174,2878400,E-aktiv Markt Eggert,205,Durchdeich 72,21037,Medium_Full_Service,Conventional,700,Edeka Nord,Edeka,Kirchwerder,Bergedorf,30157729,49,36561,2938.5
411007,M11007,4112,174,2467200,E-aktiv Markt Heine,102,Bergedorfer Strasse 148,21029,Medium_Full_Service,Conventional,600,Edeka Nord,Edeka,Bergedorf,Bergedorf,10267720,10,33511,73.9
411008,M11008,4112,174,2796160,E-aktiv Markt Kahllund,249,Ernst-Bergeest-Weg 53,21077,Medium_Full_Service,Conventional,680,Edeka Nord,Edeka,Marmstorf,Harburg,5843405,58,33298,1705.7
411009,M11009,4112,174,2035440,E-aktiv Markt Maerkl,888,Tangstedter LandStrasse 42,22415,Medium_Full_Service,Conventional,495,Edeka Nord,Edeka,Langenhorn,Hamburg-Nord,13367161,52,29363,2019.1
411010,M11010,4112,174,2467200,E-aktiv Markt oezcan,847,Steinbeker MarktStrasse 88-90,22117,Medium_Full_Service,Conventional,600,Edeka Nord,Edeka,Billstedt,Hamburg-Mitte,16923802,13,22219,5391.4
411011,M11011,4112,174,2878400,E-aktiv Markt Quandt,886,Tangstedter LandStrasse 234,22417,Medium_Full_Service,Conventional,700,Edeka Nord,Edeka,Langenhorn,Hamburg-Nord,13367161,52,29363,3780.6
411012,M11012,4112,174,2261600,E-aktiv Markt Roeper,290,Fuhlsbuettler Strasse 132-134,22305,Medium_Full_Service,Conventional,550,Edeka Nord,Edeka,Barmbek-Nord,Hamburg-Nord,3780652,8,38146,163.2
411013,M11013,4112,174,1644800,E-aktiv Markt Seipel,256,FabriciusStrasse 99,22177,Medium_Full_Service,Conventional,400,Edeka Nord,Edeka,Bramfeld,Wandsbek,10065838,17,25966,1699.4
411014,M11014,4112,174,3248480,E-aktiv Markt Sievers,889,Tannenhof 60a,22397,Medium_Full_Service,Conventional,790,Edeka Nord,Edeka,Lemsahl-Mellingstedt,Wandsbek,8002440,53,70746,3573.0
411015,M11015,4112,174,1973760,E-aktiv Markt Witt,174,Carl-Petersen-Strasse 80,20535,Medium_Full_Service,Conventional,480,Edeka Nord,Edeka,Hamm,Hamburg-Mitte,3659862,36,24152,453.7
411016,M11016,4112,174,2672800,Edeka Airport Plaza,268,FlughafenStrasse 1-3,22335,Medium_Full_Service,Conventional,650,Edeka Nord,Edeka,Fuhlsbuettel,Hamburg-Nord,7774423,30,33169,712.6
411017,M11017,4112,174,1665360,Edeka Bartels,974,Winterhuder Marktplatz 18,22299,Medium_Full_Service,Conventional,405,Edeka Nord,Edeka,Winterhude,Hamburg-Nord,7127776,103,55000,476.1
411018,M11018,4112,174,2467200,Edeka Frischemarkt Meyer,897,Tibarg 44-48,22459,Medium_Full_Service,Conventional,600,Edeka Nord,Edeka,Niendorf,Eimsbuettel,12417855,68,39548,79.2
411019,M11019,4112,174,2467200,Edeka Frischmarkt Wagner,138,Borsteler Chaussee 136-138,22453,Medium_Full_Service,Conventional,600,Edeka Nord,Edeka,Grob Borstel,Hamburg-Nord,3985745,31,40494,2339.1
411020,M11020,4112,174,1644800,Edeka Linow,570,Lohbruegger Markt 4,21031,Medium_Full_Service,Conventional,400,Edeka Nord,Edeka,Lohbruegge,Bergedorf,13044963,54,30769,1055.2
411021,M11021,4112,174,2294496,Edeka Linow,627,MozartStrasse 16,22083,Medium_Full_Service,Conventional,558,Edeka Nord,Edeka,Barmbek-Sued,Hamburg-Nord,3046061,9,46292,615.9
411022,M11022,4112,174,2672800,Edeka Niemerszein,426,Hofweg 81,22085,Medium_Full_Service,Conventional,650,Edeka Nord,Edeka,Uhlenhorst,Hamburg-Nord,1655700,95,46292,659.2
411023,M11023,4112,174,1850400,Edeka Struve Schlemmermarkt,744,Rathausmarkt 7,20095,Medium_Full_Service,Conventional,450,Edeka Nord,Edeka,Hamburg-Altstadt,Hamburg-Mitte,1222748,35,30200,1247.3
411024,M11024,4112,174,1932640,Edeka Tamme,316,Glockengiesserwall 8-10,20095,Medium_Full_Service,Conventional,470,Edeka Nord,Edeka,St.Georg,Hamburg-Mitte,1424825,86,30196,498.7
411025,M11025,4112,174,3219696,Edeka Witte,24,Alte ElbgauStrasse 4-6,22523,Medium_Full_Service,Conventional,783,Edeka Nord,Edeka,Eidelstedt,Eimsbuettel,8722266,22,28971,3483.6
411026,M11026,4112,174,1747600,Edeka Wucherpfennig,690,OsterStrasse 185-187,20255,Medium_Full_Service,Conventional,425,Edeka Nord,Edeka,Eimsbuettel,Eimsbuettel,3203037,24,35214,332.1
411035,M11035,3925,166,1884000,Mix Markt,98,BengelsdorfStrasse 1,22179,Medium_Full_Service,Conventional,480,Mix Markt,Other,Bramfeld,Wandsbek,10065838,17,29030,3254.1
411041,M11041,3739,158,2721992,Rewe,928,Waldweg 43,22393,Medium_Full_Service,Conventional,728,Rewe Nord,Rewe,Sasel,Wandsbek,8363060,82,53339,1733.5
411042,M11042,3739,158,1742374,Rewe City,237,Eppendorfer Weg 192,20253,Medium_Full_Service,Conventional,466,Rewe Nord,Rewe,Hoheluft-West,Eimsbuettel,719573,43,53241,349.4
411043,M11043,3739,158,2250878,Rewe City,53,ArminiusStrasse 2-4a,22525,Medium_Full_Service,Conventional,602,Rewe Nord,Rewe,Stellingen,Eimsbuettel,6084188,90,33225,644.4
111001,O11001,5687,5687,2741134,Alnatura,429,Hoheluftchaussee 18,20253,Organic Shop,Organic,482,Alnatura,Alnatura,Hoheluft-West,Eimsbuettel,719573,43,55018,
111002,O11002,5687,5687,4435860,Alnatura,937,Wandsbeker MarktStrasse 2,22041,Organic Shop,Organic,780,Alnatura,Alnatura,Marienthal,Wandsbek,3213231,57,37182,
111003,O11003,5687,5687,2274800,Alnatura,328,Grindelallee 7,20146,Organic Shop,Organic,400,Alnatura,Alnatura,Rotherbaum,Eimsbuettel,2163991,81,38236,
111004,O11004,5687,5687,3838725,Alnatura,356,Hahnenkamp 1,22765,Organic Shop,Organic,675,Alnatura,Alnatura,Ottensen,Altona,2551538,74,31563,
111005,O11005,4515,4515,406350,Avrasya,239,Eppendorfer Weg 80,20259,Organic Shop,Organic,90,Other,Other,Eimsbuettel,Eimsbuettel,3203037,24,37376,
111006,O11006,7239,7239,3619500,Basic,687,OsterStrasse 112,20259,Organic Shop,Organic,500,Basic,Basic,Eimsbuettel,Eimsbuettel,3203037,24,35507,
111007,O11007,4515,4515,541800,Belindas Bioladen,647,Neugrabener Markt 1,21149,Organic Shop,Organic,120,Other,Other,Neugraben-Fischbek,Harburg,22523326,64,29480,
111008,O11008,6341,6341,2029120,Bio Company,547,Lange Reihe 29,20099,Organic Shop,Organic,320,Bio Company,Bio Company,St.Georg,Hamburg-Mitte,1424825,86,34494,
111009,O11009,4515,4515,437955,Bio Insel Naturkost,484,Julius-Ludowieg-Strasse 32,21073,Organic Shop,Organic,97,Other,Other,Harburg,Harburg,3599112,38,25628,
111010,O11010,4515,4515,451500,Bio.Lose,691,OsterStrasse 81,20259,Organic Shop,Organic,100,Other,Other,Eimsbuettel,Eimsbuettel,3203037,24,37376,
111012,O11012,4515,4515,496650,Bioladen am Hammer Park Schmidt,623,Moorende 31,20535,Organic Shop,Organic,110,Other,Other,Hamm,Hamburg-Mitte,3659862,36,27127,
111013,O11013,4515,4515,1264200,Bioland-Hof,875,Sueelldorfer Kirchenweg 237,22589,Organic Shop,Organic,280,Dennree,Other,Suelldorf,Altona,5736112,92,42883,
111014,O11014,4515,4515,541800,bioMarkt BARMBEK,291,Fuhlsbuettler Strasse 164,22305,Organic Shop,Organic,120,Other,Other,Barmbek-Nord,Hamburg-Nord,3780652,8,38146,
111015,O11015,4515,4515,1128750,Blankeneser Naturkost,385,Hasenhoehe 6,22587,Organic Shop,Organic,250,Dennree,Other,Blankenese,Altona,5733578,15,79870,
111016,O11016,3838,3838,1727100,Denns Biomarkt,339,Grosse BergStrasse 152-162,22767,Organic Shop,Organic,450,Dennree,Denns,Altona-Altstadt,Altona,2304126,5,28304,
111017,O11017,3838,3838,1919000,Denns Biomarkt,696,Ottenser HauptStrasse 39,22765,Organic Shop,Organic,500,Dennree,Denns,Ottensen,Altona,2551538,74,31563,
111018,O11018,3838,3838,1957380,Denns Biomarkt,781,Sachsentor 58,21029,Organic Shop,Organic,510,Dennree,Denns,Bergedorf,Bergedorf,10267720,10,33511,
111019,O11019,3838,3838,1727100,Denns Biomarkt,792,SchanzenStrasse 119,20357,Organic Shop,Organic,450,Dennree,Denns,Sternschanze,Altona,548429,91,36859,
111020,O11020,4515,4515,451500,Der Bioladen Winterhude,311,GertigStrasse 39-41,22303,Organic Shop,Organic,100,Other,Other,Winterhude,Hamburg-Nord,7127776,103,46292,
111021,O11021,1980,1980,1980000,Erdkorn,760,RentzelStrasse 36-48,20146,Organic Shop,Organic,1000,Erdkorn,Other,Rotherbaum,Eimsbuettel,2163991,81,39040,
111022,O11022,1980,1980,1782000,Erdkorn,348,Groten Hoff 6,22359,Organic Shop,Organic,900,Erdkorn,Other,Volksdorf,Wandsbek,11576239,97,59711,
111023,O11023,1980,1980,1782000,Erdkorn,876,Sueelldorfer LandStrasse 11-15,22589,Organic Shop,Organic,900,Erdkorn,Other,Iserbrook,Altona,2670153,47,62180,
111024,O11024,1980,1980,2178000,Erdkorn,625,Moorfuhrtweg 15,22301,Organic Shop,Organic,1100,Erdkorn,Other,Winterhude,Hamburg-Nord,7127776,103,49819,
111025,O11025,4515,4515,451500,Eule und KatzeÇs Lollo Rossa,596,MarktStrasse 119,20357,Organic Shop,Organic,100,Other,Other,St.Pauli,Hamburg-Mitte,2107349,87,29303,
111026,O11026,4515,4515,361200,Gaertnerhof am Stueffel e.V.,867,Stueffel 12,22395,Organic Shop,Organic,80,Other,Other,Bergstedt,Wandsbek,7039240,11,48075,
111027,O11027,4515,4515,225750,Kattendorfer Hofladen Eimsbueettel,558,Lappenbergsallee 36,20249,Organic Shop,Organic,50,Other,Other,Eimsbuettel,Eimsbuettel,3203037,24,31529,
111029,O11029,4515,4515,4063500,Naturkostmarkt Rueehr,272,Friedensallee 275,22763,Organic Shop,Organic,900,Dennree,Other,Othmarschen,Altona,4869011,73,58638,
111030,O11030,4515,4515,361200,Naturwaren Meyer-Straub,222,Eissendorfer Strasse 163,21073,Organic Shop,Organic,80,Other,Other,Eissendorf,Harburg,8339152,25,30184,
111031,O11031,4515,4515,180600,Omnibus,414,Heschredder 90,22335,Organic Shop,Organic,40,Other,Other,Fuhlsbuettel,Hamburg-Nord,7774423,30,36975,
111032,O11032,4515,4515,451500,Siko's Bioladen,841,Steendiek 30,21129,Organic Shop,Organic,100,Other,Other,Finkenwerder und Waltershof,Hamburg-Mitte,17704908,28,30441,
111033,O11033,5017,5017,4214280,Tjadens Bio Frische Markt,991,Friedensallee 275,22763,Organic Shop,Organic,840,Dennree,Other,Othmarschen,Altona,4869011,73,58638,
111034,O11034,5017,5017,2006800,Tjadens Bio Frische Markt,708,Paul-Sorge-Strasse 4a,22459,Organic Shop,Organic,400,Dennree,Other,Niendorf,Eimsbuettel,12417855,68,39548,
111035,O11035,5017,5017,2257650,Tjadens Bio Frische Markt,287,Fruchtallee 136,20259,Organic Shop,Organic,450,Dennree,Other,Eimsbuettel,Eimsbuettel,3203037,24,31529,
111036,O11036,5017,5017,3010200,Tjadens Bio Frische Markt,310,GertigStrasse 26,22303,Organic Shop,Organic,600,Dennree,Other,Winterhude,Hamburg-Nord,7127776,103,46292,
111037,O11037,4515,4515,451500,Villa Sonnenschein,129,Boenningstedter Weg 42,22457,Organic Shop,Organic,100,Other,Other,Schnelsen,Eimsblttel,8950744,83,36104,
111038,O11038,4515,4515,1354500,Vitalien Naturkost,198,DorotheenStrasse 178,22299,Organic Shop,Organic,300,Grell,Other,Winterhude,Hamburg-Nord,7127776,103,55000,
111039,O11039,4515,4515,532770,warenwirtschaft cblk OHG,344,Grosse BrunnenStrasse 141,22763,Organic Shop,Organic,118,Other,Other,Ottensen,Altona,2551538,74,35017,
311008,S11008,4112,174,822400,Edeka Meyer,786,Saseler Chaussee 35,22391,Small_Full_Service,Conventional,200,Edeka Nord,Edeka,Wellingsbuettel,Wandsbek,4086550,100,57100,4543.2
